Chambre;Emplacement;RawScan;Nb caisse;Nb bocaux;RawScan-Mani p;Strain;Line;Date;NbSem;AgeAMS;Type;Bocaux;Milieu;Rang;XorEorRori ;Rang/Rang+;Type+Rang;nom_varietes;Batch#;BatchLines;Qualité CHF;;;;0;;;1;< alt+e;;
2;2A22;866120250903MG1 71 ;;36;866120250903MG1;BRAHY;2977;03/09/2025;2;2 sem.;MG1 ;36;MG;1;BoxE;1;BoxE1;BARHEE;BAHREE 108;2957-2986;;;;;;;;;;;
2;2A21;709220250915E 1 18 ;1;3;709220250915E 1;BRAHY;2311;15/09/2025;0;< 1 sem.;E 1 ;17;E ;1;E;1;E1;BARHEE;BAHREE 92;2308-2322;;;;;;;;;;;
2;2A21;709220250916XM1318 ;3;6;709220250916XM1;BRAHY;2311;16/09/2025;0;< 1 sem.;XM13;48;XM;13;X;13+;X13+;BARHEE;BAHREE 92;2308-2322;;;;;;;;;;;
2;2A21;709220250916E+1318 ;2;5;709220250916E+1;BRAHY;2311;16/09/2025;0;< 1 sem.;E+13;33;E+;13;X;13+;X13+;BARHEE;BAHREE 92;2308-2322;;;;;;;;;;;
2;2B52;707220250917E+2071 ;12;;707220250917E+2;BRAHY;2306;17/09/2025;0;< 1 sem.;E+20;168;E+;20;X;13+;X13+;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B51;707220250911E+1571 ;;6;707220250911E+1;BRAHY;2306;11/09/2025;1;1 sem.;E+15;6;E+;15;X;13+;X13+;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B51;707220250828XM1615 ;1;2;707220250828XM1;BRAHY;2306;28/08/2025;3;3 sem.;XM16;16;XM;16;X;13+;X13+;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B51;707220250904XM1718 ;2;;707220250904XM1;BRAHY;2306;04/09/2025;2;2 sem.;XM17;28;XM;17;X;13+;X13+;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B51;707220250904XM1918 ;5;8;707220250904XM1;BRAHY;2306;04/09/2025;2;2 sem.;XM19;78;XM;19;X;13+;X13+;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B41;707220250828XM1671 ;1;5;707220250828XM1;BRAHY;2306;28/08/2025;3;3 sem.;XM16;19;XM;16;X;13+;X13+;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B41;709220250828XM1215 ;1;;709220250828XM1;BRAHY;2311;28/08/2025;3;3 sem.;XM12;14;XM;12;X;12;X12;BARHEE;BAHREE 92;2308-2322;;;;;;;;;;;
2;2B41;707220250829XM1754 ;21;;707220250829XM1;BRAHY;2306;29/08/2025;2;2 sem.;XM17;294;XM;17;X;13+;X13+;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B42;866120250912E 7 81 ;;1;866120250912E 7;BRAHY;2977;12/09/2025;0;< 1 sem.;E 7 ;1;E ;7;E;7+;E7+;BARHEE;BAHREE 108;2957-2986;;;;;;;;;;;
2;2B42;707220250909XM1954 ;9;;707220250909XM1;BRAHY;2306;09/09/2025;1;1 sem.;XM19;126;XM;19;X;13+;X13+;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B32;707220250911E+1854 ;9;;707220250911E+1;BRAHY;2306;11/09/2025;1;1 sem.;E+18;126;E+;18;X;13+;X13+;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B32;707220250911E+1771 ;;3;707220250911E+1;BRAHY;2306;11/09/2025;1;1 sem.;E+17;3;E+;17;X;13+;X13+;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B32;707220250916E+1915 ;6;;707220250916E+1;BRAHY;2306;16/09/2025;0;< 1 sem.;E+19;84;E+;19;X;13+;X13+;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B32;709220250911XM1271 ;1;;709220250911XM1;BRAHY;2311;11/09/2025;1;1 sem.;XM12;14;XM;12;X;12;X12;BARHEE;BAHREE 92;2308-2322;;;;;;;;;;;
2;2B32;707220250911XM1871 ;;4;707220250911XM1;BRAHY;2306;11/09/2025;1;1 sem.;XM18;4;XM;18;X;13+;X13+;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B32;707220250911XM1671 ;;3;707220250911XM1;BRAHY;2306;11/09/2025;1;1 sem.;XM16;3;XM;16;X;13+;X13+;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B32;707220250911XM1771 ;1;;707220250911XM1;BRAHY;2306;11/09/2025;1;1 sem.;XM17;14;XM;17;X;13+;X13+;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B31;707220250901XM1854 ;15;;707220250901XM1;BRAHY;2306;01/09/2025;2;2 sem.;XM18;210;XM;18;X;13+;X13+;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B31;707220250903G 1671 ;1;;707220250903G 1;BRAHY;2306;03/09/2025;2;2 sem.;G 16;14;G ;16;X;13+;X13+;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B21;709220250829E 2 71 ;;6;709220250829E 2;BRAHY;2311;29/08/2025;2;2 sem.;E 2 ;6;E ;2;E;2;E2;BARHEE;BAHREE 92;2308-2322;;;;;;;;;;;
2;2B21;707220250901E 2 71 ;;7;707220250901E 2;BRAHY;2306;01/09/2025;2;2 sem.;E 2 ;7;E ;2;E;2;E2;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B21;866120250829E 2 71 ;;5;866120250829E 2;BRAHY;2977;29/08/2025;2;2 sem.;E 2 ;5;E ;2;E;2;E2;BARHEE;BAHREE 108;2957-2986;;;;;;;;;;;
2;2B21;707220250910E 2 71 ;;8;707220250910E 2;BRAHY;2306;10/09/2025;1;1 sem.;E 2 ;8;E ;2;E;2;E2;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B22;707220250903XM1815 ;32;;707220250903XM1;BRAHY;2306;03/09/2025;2;2 sem.;XM18;448;XM;18;X;13+;X13+;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2A11;866120250908XR5 71 ;;2;866120250908XR5;BRAHY;2977;08/09/2025;1;1 sem.;XR5 ;2;XR;5;E;5;E5;BARHEE;BAHREE 108;2957-2986;;;;;;;;;;;
2;2A11;707220250909E 1 87 ;9;;707220250909E 1;BRAHY;2306;09/09/2025;1;1 sem.;E 1 ;126;E ;1;E;1;E1;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2A11;707220250911E 1 50 ;4;8;707220250911E 1;BRAHY;2306;11/09/2025;1;1 sem.;E 1 ;64;E ;1;E;1;E1;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2A11;866120250829E 6 71 ;;6;866120250829E 6;BRAHY;2977;29/08/2025;2;2 sem.;E 6 ;6;E ;6;E;6;E6;BARHEE;BAHREE 108;2957-2986;;;;;;;;;;;
2;2A11;709220250912E 1 71 ;9;2;709220250912E 1;BRAHY;2311;12/09/2025;0;< 1 sem.;E 1 ;128;E ;1;E;1;E1;BARHEE;BAHREE 92;2308-2322;;;;;;;;;;;
2;2A12;707220250911XM1950 ;4;;707220250911XM1;BRAHY;2306;11/09/2025;1;1 sem.;XM19;56;XM;19;X;13+;X13+;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2A12;709220250911E+1318 ;12;1;709220250911E+1;BRAHY;2311;11/09/2025;1;1 sem.;E+13;169;E+;13;X;13+;X13+;BARHEE;BAHREE 92;2308-2322;;;;;;;;;;;
2;2B12;707220250916E+1987 ;17;;707220250916E+1;BRAHY;2306;16/09/2025;0;< 1 sem.;E+19;238;E+;19;X;13+;X13+;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B12;707220250904E 1 18 ;1;6;707220250904E 1;BRAHY;2306;04/09/2025;2;2 sem.;E 1 ;20;E ;1;E;1;E1;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B11;707220250903E 1 18 ;7;11;707220250903E 1;BRAHY;2306;03/09/2025;2;2 sem.;E 1 ;109;E ;1;E;1;E1;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B11;866120250828E 1 71 ;1;5;866120250828E 1;BRAHY;2977;28/08/2025;3;3 sem.;E 1 ;19;E ;1;E;1;E1;BARHEE;BAHREE 108;2957-2986;;;;;;;;;;;
2;2B11;707220250827E 1 87 ;1;;707220250827E 1;BRAHY;2306;27/08/2025;3;3 sem.;E 1 ;14;E ;1;E;1;E1;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2B11;866120250915E 1 71 ;1;3;866120250915E 1;BRAHY;2977;15/09/2025;0;< 1 sem.;E 1 ;17;E ;1;E;1;E1;BARHEE;BAHREE 108;2957-2986;;;;;;;;;;;
2;2B11;707220250916E 1 87 ;7;;707220250916E 1;BRAHY;2306;16/09/2025;0;< 1 sem.;E 1 ;98;E ;1;E;1;E1;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2C11;707220250915E+2065 ;6;;707220250915E+2;BRAHY;2306;15/09/2025;0;< 1 sem.;E+20;84;E+;20;X;13+;X13+;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2C11;825520250722E 1 36 ;;11;825520250722E 1;FAR F;257;22/07/2025;8;1 mois 3 sem.;E 1 ;11;E ;1;E;1;E1;FARD femelle;FARD 20;253-262;;;;;;;;;;;
2;2C12;869920250804E 2 21 ;;7;869920250804E 2;GNAMY;2306;04/08/2025;6;1 mois 2 sem.;E 2 ;7;E ;2;E;2;E2;GHANAMI;GHANAMI 45;2306;;;;;;;;;;;
2;2C12;869920250804E 3 21 ;3;;869920250804E 3;GNAMY;2306;04/08/2025;6;1 mois 2 sem.;E 3 ;42;E ;3;E;3;E3;GHANAMI;GHANAMI 45;2306;;;;;;;;;;;
2;2C12;833720250820E 1 73 ;1;3;833720250820E 1;DABAS;36;20/08/2025;4;4 sem.;E 1 ;17;E ;1;E;1;E1;DABBAS;DABBAS 4;33-47;;;;;;;;;;;
2;2C12;833720250820E 2 73 ;1;6;833720250820E 2;DABAS;36;20/08/2025;4;4 sem.;E 2 ;20;E ;2;E;2;E2;DABBAS;DABBAS 4;33-47;;;;;;;;;;;
2;2C12;833720250710E 1 59 ;10;3;833720250710E 1;DABAS;36;10/07/2025;10;2 mois 1 sem.;E 1 ;143;E ;1;E;1;E1;DABBAS;DABBAS 4;33-47;;;;;;;;;;;
2;2D12;870320250910E 1 85 ;11;1;870320250910E 1;ISEHS;9308;10/09/2025;1;1 sem.;E 1 ;155;E ;1;E;1;E1;SHESHI;SHESHI 03;9308;;;;;;;;;;;
2;2D12;870320250911EA1 14 ;4;9;870320250911EA1;ISEHS;9308;11/09/2025;1;1 sem.;EA1 ;65;EA;1;E;1;E1;SHESHI;SHESHI 03;9308;;;;;;;;;;;
2;2D12;853020250730E 1 36 ;1;7;853020250730E 1;KNES;126;30/07/2025;7;1 mois 2 sem.;E 1 ;21;E ;1;E;1;E1;KENESI;KHENEZI 11;115-134;;;;;;;;;;;
2;2D11;853020250731EA1 36 ;;7;853020250731EA1;KNES;126;31/07/2025;7;1 mois 2 sem.;EA1 ;7;EA;1;E;1;E1;KENESI;KHENEZI 11;115-134;;;;;;;;;;;
2;2D11;853420250722E 6 37 ;2;4;853420250722E 6;KNES;130;22/07/2025;8;1 mois 3 sem.;E 6 ;32;E ;6;E;6;E6;KENESI;KHENEZI 11;115-134;;;;;;;;;;;
2;2D11;853020250730XS1336 ;3;6;853020250730XS1;KNES;126;30/07/2025;7;1 mois 2 sem.;XS13;48;XS;13;X;13+;X13+;KENESI;KHENEZI 11;115-134;;;;;;;;;;;
2;2D11;869320250724E 4 21 ;;9;869320250724E 4;KNES;137;24/07/2025;8;1 mois 3 sem.;E 4 ;9;E ;4;E;4;E4;KENESI;KHENEZI 12;135-139;;;;;;;;;;;
2;2D11;853420250709EA7 16 ;1;5;853420250709EA7;KNES;130;09/07/2025;10;2 mois 1 sem.;EA7 ;19;EA;7;E;7+;E7+;KENESI;KHENEZI 11;115-134;;;;;;;;;;;
2;2D11;836020250709EA6 16 ;1;;836020250709EA6;KNES;110;09/07/2025;10;2 mois 1 sem.;EA6 ;14;EA;6;E;6;E6;KENESI;KHENEZI 10;95-114;;;;;;;;;;;
2;2D11;869320250701EA4 68 ;1;;869320250701EA4;KNES;137;01/07/2025;11;2 mois 2 sem.;EA4 ;14;EA;4;E;4;E4;KENESI;KHENEZI 12;135-139;;;;;;;;;;;
2;2D11;869920250902E 1 69 ;1;7;869920250902E 1;GNAMY;2306;02/09/2025;2;2 sem.;E 1 ;21;E ;1;E;1;E1;GHANAMI;GHANAMI 45;2306;;;;;;;;;;;
2;2D11;869920250902E 1 85 ;2;7;869920250902E 1;GNAMY;2306;02/09/2025;2;2 sem.;E 1 ;35;E ;1;E;1;E1;GHANAMI;GHANAMI 45;2306;;;;;;;;;;;
2;2D11;869320250709EA5 16 ;;9;869320250709EA5;KNES;137;09/07/2025;10;2 mois 1 sem.;EA5 ;9;EA;5;E;5;E5;KENESI;KHENEZI 12;135-139;;;;;;;;;;;
2;2D11;836020250702E 6 37 ;2;7;836020250702E 6;KNES;110;02/07/2025;11;2 mois 2 sem.;E 6 ;35;E ;6;E;6;E6;KENESI;KHENEZI 10;95-114;;;;;;;;;;;
2;2D11;869320250904E 4 16 ;;5;869320250904E 4;KNES;137;04/09/2025;2;2 sem.;E 4 ;5;E ;4;E;4;E4;KENESI;KHENEZI 12;135-139;;;;;;;;;;;
2;2D11;836020250701E 5 37 ;1;6;836020250701E 5;KNES;110;01/07/2025;11;2 mois 2 sem.;E 5 ;20;E ;5;E;5;E5;KENESI;KHENEZI 10;95-114;;;;;;;;;;;
2;2C51;870220250904E 2 36 ;;11;870220250904E 2;FAIZ;9308;04/09/2025;2;2 sem.;E 2 ;11;E ;2;E;2;E2;FAYZEH;FAYZEH 01;9308;;;;;;;;;;;
2;2C51;869820250807E 3 16 ;;3;869820250807E 3;AMZLY;2306;07/08/2025;6;1 mois 1 sem.;E 3 ;3;E ;3;E;3;E3;ZAMLI;ZAMLI 4;2306;;;;;;;;;;;
2;2C51;870220250722E 2 73 ;1;4;870220250722E 2;FAIZ;9308;22/07/2025;8;1 mois 3 sem.;E 2 ;18;E ;2;E;2;E2;FAYZEH;FAYZEH 01;9308;;;;;;;;;;;
2;2C51;869820250807E 3 16 ;1;;869820250807E 3;AMZLY;2306;07/08/2025;6;1 mois 1 sem.;E 3 ;14;E ;3;E;3;E3;ZAMLI;ZAMLI 4;2306;;;;;;;;;;;
2;2C51;869920250729E 3 21 ;5;9;869920250729E 3;GNAMY;2306;29/07/2025;7;1 mois 2 sem.;E 3 ;79;E ;3;E;3;E3;GHANAMI;GHANAMI 45;2306;;;;;;;;;;;
2;2C51;862020250625E 4 84 ;;6;862020250625E 4;GNAMY;290;25/06/2025;12;2 mois 3 sem.;E 4 ;6;E ;4;E;4;E4;GHANAMI;GHANAMI 44;286-290;;;;;;;;;;;
2;2C51;862020250709EA4 16 ;;5;862020250709EA4;GNAMY;290;09/07/2025;10;2 mois 1 sem.;EA4 ;5;EA;4;E;4;E4;GHANAMI;GHANAMI 44;286-290;;;;;;;;;;;
2;2C51;869920250729E 3 85 ;2;;869920250729E 3;GNAMY;2306;29/07/2025;7;1 mois 2 sem.;E 3 ;28;E ;3;E;3;E3;GHANAMI;GHANAMI 45;2306;;;;;;;;;;;
2;2C51;869820250801E 3 34 ;1;;869820250801E 3;AMZLY;2306;01/08/2025;6;1 mois 2 sem.;E 3 ;14;E ;3;E;3;E3;ZAMLI;ZAMLI 4;2306;;;;;;;;;;;
2;2C52;869820250820E 4 68 ;;591;869820250820E 4;AMZLY;2306;20/08/2025;4;4 sem.;E 4 ;591;E ;4;E;4;E4;ZAMLI;ZAMLI 4;2306;;;;;;;;;;;
2;2C42;833720250730XS1659 ;26;1;833720250730XS1;DABAS;36;30/07/2025;7;1 mois 2 sem.;XS16;365;XS;16;X;13+;X13+;DABBAS;DABBAS 4;33-47;;;;;;;;;;;
2;2C41;833720250730E 1 59 ;1;1;833720250730E 1;DABAS;36;30/07/2025;7;1 mois 2 sem.;E 1 ;15;E ;1;E;1;E1;DABBAS;DABBAS 4;33-47;;;;;;;;;;;
2;2C41;833720250729E 1 36 ;;9;833720250729E 1;DABAS;36;29/07/2025;7;1 mois 2 sem.;E 1 ;9;E ;1;E;1;E1;DABBAS;DABBAS 4;33-47;;;;;;;;;;;
2;2C41;833120250807E 7 16 ;;4;833120250807E 7;GNAMY;278;07/08/2025;6;1 mois 1 sem.;E 7 ;4;E ;7;E;7+;E7+;GHANAMI;GHANAMI 42;278-280;;;;;;;;;;;
2;2C41;869920250812E 2 69 ;9;8;869920250812E 2;GNAMY;2306;12/08/2025;5;1 mois ;E 2 ;134;E ;2;E;2;E2;GHANAMI;GHANAMI 45;2306;;;;;;;;;;;
2;2C31;862020250623E 3 16 ;1;;862020250623E 3;GNAMY;290;23/06/2025;12;2 mois 3 sem.;E 3 ;14;E ;3;E;3;E3;GHANAMI;GHANAMI 44;286-290;;;;;;;;;;;
2;2C31;833120250903E 7 16 ;;2;833120250903E 7;GNAMY;278;03/09/2025;2;2 sem.;E 7 ;2;E ;7;E;7+;E7+;GHANAMI;GHANAMI 42;278-280;;;;;;;;;;;
2;2C31;854920250623E 4 16 ;;6;854920250623E 4;GNAMY;281;23/06/2025;12;2 mois 3 sem.;E 4 ;6;E ;4;E;4;E4;GHANAMI;GHANAMI 43;281-285;;;;;;;;;;;
2;2C31;862020250820EA4 16 ;;7;862020250820EA4;GNAMY;290;20/08/2025;4;4 sem.;EA4 ;7;EA;4;E;4;E4;GHANAMI;GHANAMI 44;286-290;;;;;;;;;;;
2;2C31;862020250820E 3 16 ;1;;862020250820E 3;GNAMY;290;20/08/2025;4;4 sem.;E 3 ;14;E ;3;E;3;E3;GHANAMI;GHANAMI 44;286-290;;;;;;;;;;;
2;2C31;869920250807E 2 68 ;;2;869920250807E 2;GNAMY;2306;07/08/2025;6;1 mois 1 sem.;E 2 ;2;E ;2;E;2;E2;GHANAMI;GHANAMI 45;2306;;;;;;;;;;;
2;2C31;869920250807E 3 68 ;2;;869920250807E 3;GNAMY;2306;07/08/2025;6;1 mois 1 sem.;E 3 ;28;E ;3;E;3;E3;GHANAMI;GHANAMI 45;2306;;;;;;;;;;;
2;2C31;870620250812XS1068 ;7;1;870620250812XS1;GNAMY;2311;12/08/2025;5;1 mois ;XS10;99;XS;10;X;10;X10;GHANAMI;GHANAMI 46;2311;;;;;;;;;;;
2;2C31;870620250812XS1069 ;1;;870620250812XS1;GNAMY;2311;12/08/2025;5;1 mois ;XS10;14;XS;10;X;10;X10;GHANAMI;GHANAMI 46;2311;;;;;;;;;;;
2;2C31;869320250903E 5 68 ;3;3;869320250903E 5;KNES;137;03/09/2025;2;2 sem.;E 5 ;45;E ;5;E;5;E5;KENESI;KHENEZI 12;135-139;;;;;;;;;;;
2;2C31;869920250708E 2 21 ;10;;869920250708E 2;GNAMY;2306;08/07/2025;10;2 mois 1 sem.;E 2 ;140;E ;2;E;2;E2;GHANAMI;GHANAMI 45;2306;;;;;;;;;;;
2;2C31;833120250626E 4 37 ;;2;833120250626E 4;GNAMY;278;26/06/2025;12;2 mois 3 sem.;E 4 ;2;E ;4;E;4;E4;GHANAMI;GHANAMI 42;278-280;;;;;;;;;;;
2;2C31;869920250903E 1 69 ;3;;869920250903E 1;GNAMY;2306;03/09/2025;2;2 sem.;E 1 ;42;E ;1;E;1;E1;GHANAMI;GHANAMI 45;2306;;;;;;;;;;;
2;2C31;833120250721E 5 85 ;3;5;833120250721E 5;GNAMY;278;21/07/2025;8;1 mois 4 sem.;E 5 ;47;E ;5;E;5;E5;GHANAMI;GHANAMI 42;278-280;;;;;;;;;;;
2;2C31;833120250721E 5 21 ;3;;833120250721E 5;GNAMY;278;21/07/2025;8;1 mois 4 sem.;E 5 ;42;E ;5;E;5;E5;GHANAMI;GHANAMI 42;278-280;;;;;;;;;;;
2;2C21;707220250910E+1954 ;39;1;707220250910E+1;BRAHY;2306;10/09/2025;1;1 sem.;E+19;547;E+;19;X;13+;X13+;BARHEE;BAHREE 91;2278-2307;;;;;;;;;;;
2;2D52;857220250702E 5 84 ;;4;857220250702E 5;AMZLY;32;02/07/2025;11;2 mois 2 sem.;E 5 ;4;E ;5;E;5;E5;ZAMLI;ZAMLI 2;30-34;;;;;;;;;;;
2;2D52;857220250702E 6 84 ;;1;857220250702E 6;AMZLY;32;02/07/2025;11;2 mois 2 sem.;E 6 ;1;E ;6;E;6;E6;ZAMLI;ZAMLI 2;30-34;;;;;;;;;;;
2;2D52;857220250702E 6 84 ;1;;857220250702E 6;AMZLY;32;02/07/2025;11;2 mois 2 sem.;E 6 ;14;E ;6;E;6;E6;ZAMLI;ZAMLI 2;30-34;;;;;;;;;;;
2;2D52;857120250716E 5 34 ;1;;857120250716E 5;AMZLY;31;16/07/2025;9;2 mois ;E 5 ;14;E ;5;E;5;E5;ZAMLI;ZAMLI 2;30-34;;;;;;;;;;;
2;2D52;857220250722E 7 37 ;1;;857220250722E 7;AMZLY;32;22/07/2025;8;1 mois 3 sem.;E 7 ;14;E ;7;E;7+;E7+;ZAMLI;ZAMLI 2;30-34;;;;;;;;;;;
2;2D52;867420250820E 5 16 ;1;7;867420250820E 5;AMZLY;38;20/08/2025;4;4 sem.;E 5 ;21;E ;5;E;5;E5;ZAMLI;ZAMLI 3;35-40;;;;;;;;;;;
2;2D52;857420250820E 5 16 ;;7;857420250820E 5;AMZLY;34;20/08/2025;4;4 sem.;E 5 ;7;E ;5;E;5;E5;ZAMLI;ZAMLI 2;30-34;;;;;;;;;;;
2;2D52;869820250821E 3 16 ;1;2;869820250821E 3;AMZLY;2306;21/08/2025;4;4 sem.;E 3 ;16;E ;3;E;3;E3;ZAMLI;ZAMLI 4;2306;;;;;;;;;;;
2;2D52;857220250821E 7 16 ;2;5;857220250821E 7;AMZLY;32;21/08/2025;4;4 sem.;E 7 ;33;E ;7;E;7+;E7+;ZAMLI;ZAMLI 2;30-34;;;;;;;;;;;
2;2D52;869820250903EA3 16 ;1;4;869820250903EA3;AMZLY;2306;03/09/2025;2;2 sem.;EA3 ;18;EA;3;E;3;E3;ZAMLI;ZAMLI 4;2306;;;;;;;;;;;
2;2D52;869820250801EA3 34 ;1;1;869820250801EA3;AMZLY;2306;01/08/2025;6;1 mois 2 sem.;EA3 ;15;EA;3;E;3;E3;ZAMLI;ZAMLI 4;2306;;;;;;;;;;;
2;2D52;857220250801E 7 34 ;;8;857220250801E 7;AMZLY;32;01/08/2025;6;1 mois 2 sem.;E 7 ;8;E ;7;E;7+;E7+;ZAMLI;ZAMLI 2;30-34;;;;;;;;;;;
2;2D52;857220250814E 7 16 ;;11;857220250814E 7;AMZLY;32;14/08/2025;5;1 mois ;E 7 ;11;E ;7;E;7+;E7+;ZAMLI;ZAMLI 2;30-34;;;;;;;;;;;
2;2D52;857120250903EA6 16 ;;7;857120250903EA6;AMZLY;31;03/09/2025;2;2 sem.;EA6 ;7;EA;6;E;6;E6;ZAMLI;ZAMLI 2;30-34;;;;;;;;;;;
2;2D52;869720250828E 1 36 ;;12;869720250828E 1;RAWD;2301;28/08/2025;3;3 sem.;E 1 ;12;E ;1;E;1;E1;RAWDAH;RAWDAH 1;2301;;;;;;;;;;;
2;2D52;869720250723E 1 36 ;;11;869720250723E 1;RAWD;2301;23/07/2025;8;1 mois 3 sem.;E 1 ;11;E ;1;E;1;E1;RAWDAH;RAWDAH 1;2301;;;;;;;;;;;
2;2D52;869720250829E 6 36 ;;7;869720250829E 6;RAWD;2301;29/08/2025;2;2 sem.;E 6 ;7;E ;6;E;6;E6;RAWDAH;RAWDAH 1;2301;;;;;;;;;;;
2;2D52;869720250715EA5 36 ;;6;869720250715EA5;RAWD;2301;15/07/2025;9;2 mois ;EA5 ;6;EA;5;E;5;E5;RAWDAH;RAWDAH 1;2301;;;;;;;;;;;
2;2D52;869720250715EA6 36 ;;10;869720250715EA6;RAWD;2301;15/07/2025;9;2 mois ;EA6 ;10;EA;6;E;6;E6;RAWDAH;RAWDAH 1;2301;;;;;;;;;;;
2;2D52;869720250904XS1720 ;1;;869720250904XS1;RAWD;2301;04/09/2025;2;2 sem.;XS17;14;XS;17;X;13+;X13+;RAWDAH;RAWDAH 1;2301;;;;;;;;;;;
2;2D51;869320250902E 5 72 ;14;9;869320250902E 5;KNES;137;02/09/2025;2;2 sem.;E 5 ;205;E ;5;E;5;E5;KENESI;KHENEZI 12;135-139;;;;;;;;;;;
2;2D51;869320250701E 4 69 ;2;;869320250701E 4;KNES;137;01/07/2025;11;2 mois 2 sem.;E 4 ;28;E ;4;E;4;E4;KENESI;KHENEZI 12;135-139;;;;;;;;;;;
2;2D41;869320250730E 4 21 ;2;;869320250730E 4;KNES;137;30/07/2025;7;1 mois 2 sem.;E 4 ;28;E ;4;E;4;E4;KENESI;KHENEZI 12;135-139;;;;;;;;;;;
2;2D41;869320250730E 4 21 ;1;;869320250730E 4;KNES;137;30/07/2025;7;1 mois 2 sem.;E 4 ;14;E ;4;E;4;E4;KENESI;KHENEZI 12;135-139;;;;;;;;;;;
2;2D41;869320250723E 4 21 ;5;3;869320250723E 4;KNES;137;23/07/2025;8;1 mois 3 sem.;E 4 ;73;E ;4;E;4;E4;KENESI;KHENEZI 12;135-139;;;;;;;;;;;
2;2D41;869320250620EA4 59 ;1;1;869320250620EA4;KNES;137;20/06/2025;12;2 mois 4 sem.;EA4 ;15;EA;4;E;4;E4;KENESI;KHENEZI 12;135-139;;;;;;;;;;;
2;2D41;869320250702EA4 21 ;2;;869320250702EA4;KNES;137;02/07/2025;11;2 mois 2 sem.;EA4 ;28;EA;4;E;4;E4;KENESI;KHENEZI 12;135-139;;;;;;;;;;;
2;2D41;853420250903E 4 85 ;2;;853420250903E 4;KNES;130;03/09/2025;2;2 sem.;E 4 ;28;E ;4;E;4;E4;KENESI;KHENEZI 11;115-134;;;;;;;;;;;
2;2D41;853420250903E 4 68 ;;7;853420250903E 4;KNES;130;03/09/2025;2;2 sem.;E 4 ;7;E ;4;E;4;E4;KENESI;KHENEZI 11;115-134;;;;;;;;;;;
2;2D41;869320250903E 5 68 ;;4;869320250903E 5;KNES;137;03/09/2025;2;2 sem.;E 5 ;4;E ;5;E;5;E5;KENESI;KHENEZI 12;135-139;;;;;;;;;;;
2;2D42;869820250618E 2 84 ;;468;869820250618E 2;AMZLY;2306;18/06/2025;13;3 mois ;E 2 ;468;E ;2;E;2;E2;ZAMLI;ZAMLI 4;2306;;;;;;;;;;;
2;2D42;869820250818E 4 68 ;5;13;869820250818E 4;AMZLY;2306;18/08/2025;4;1 mois ;E 4 ;83;E ;4;E;4;E4;ZAMLI;ZAMLI 4;2306;;;;;;;;;;;
2;2D42;869820250721E 3 72 ;1;;869820250721E 3;AMZLY;2306;21/07/2025;8;1 mois 4 sem.;E 3 ;14;E ;3;E;3;E3;ZAMLI;ZAMLI 4;2306;;;;;;;;;;;
2;2D42;869820250818E 4 69 ;1;;869820250818E 4;AMZLY;2306;18/08/2025;4;1 mois ;E 4 ;14;E ;4;E;4;E4;ZAMLI;ZAMLI 4;2306;;;;;;;;;;;
2;2D42;869820250721E 3 72 ;1;;869820250721E 3;AMZLY;2306;21/07/2025;8;1 mois 4 sem.;E 3 ;14;E ;3;E;3;E3;ZAMLI;ZAMLI 4;2306;;;;;;;;;;;
2;2D42;869820250721E 3 84 ;;294;869820250721E 3;AMZLY;2306;21/07/2025;8;1 mois 4 sem.;E 3 ;294;E ;3;E;3;E3;ZAMLI;ZAMLI 4;2306;;;;;;;;;;;
